,reviews,clean reviews,POS tagged,lemma,Sentiment,Analysis
688,"  Grenada to Gatwick. Having flown with BA on this aircraft type prior to refurbishment, I was intrigued to experience the changes to the cabin. The cabin was much smarter - previous aircraft have looked very tired and the lighting was pleasant. The entertainment system was hugely improved, with a good selection of media on larger touch screen devices. I suppose the reason I appreciated this was because the old systems were so hopelessly outdated! But the family really found them entertaining. For me the real issue was the tight leg room - I am a slim 6ft 2'' and now the lack of seat width made it almost impossible to eat a meal! It was for me very tight. Previously the seat format was 3-3-3. It is now 3-4-3. We were sat in the 4 outbound although on return, we sat near the back of economy where the aircraft narrows and seats become 2-4-2. We sat in a 2, which was more bearable. I also found the seat really hard after a couple of hours although sitting on the supplied back rest cushion helped a bit! Despite best efforts to sleep, I failed..... I remember the old seats being more comfortable, especially for long haul. Service was professional and timely and food was similar to previous flights - edible. In summary, it seems a shame that BA have improved some aspects of the experience, but seat comfort has been sacrificed, which is a great pity.", Grenada to Gatwick Having flown with BA on this aircraft type prior to refurbishment I was intrigued to experience the changes to the cabin The cabin was much smarter previous aircraft have looked very tired and the lighting was pleasant The entertainment system was hugely improved with a good selection of media on larger touch screen devices I suppose the reason I appreciated this was because the old systems were so hopelessly outdated But the family really found them entertaining For me the real issue was the tight leg room I am a slim ft and now the lack of seat width made it almost impossible to eat a meal It was for me very tight Previously the seat format was It is now We were sat in the outbound although on return we sat near the back of economy where the aircraft narrows and seats become We sat in a which was more bearable I also found the seat really hard after a couple of hours although sitting on the supplied back rest cushion helped a bit Despite best efforts to sleep I failed I remember the old seats being more comfortable especially for long haul Service was professional and timely and food was similar to previous flights edible In summary it seems a shame that BA have improved some aspects of the experience but seat comfort has been sacrificed which is a great pity ,"[('Grenada', 'n'), ('Gatwick', 'n'), ('flown', 'v'), ('BA', 'n'), ('aircraft', 'n'), ('type', 'n'), ('prior', 'r'), ('refurbishment', 'v'), ('intrigued', 'v'), ('experience', 'v'), ('changes', 'n'), ('cabin', 'n'), ('cabin', 'n'), ('much', 'a'), ('smarter', 'r'), ('previous', 'a'), ('aircraft', 'n'), ('looked', 'v'), ('tired', 'a'), ('lighting', 'n'), ('pleasant', 'a'), ('entertainment', 'n'), ('system', 'n'), ('hugely', 'r'), ('improved', 'v'), ('good', 'a'), ('selection', 'n'), ('media', 'n'), ('larger', 'a'), ('touch', 'n'), ('screen', 'n'), ('devices', 'n'), ('suppose', 'v'), ('reason', 'n'), ('appreciated', 'v'), ('old', 'a'), ('systems', 'n'), ('hopelessly', 'r'), ('outdated', 'v'), ('family', 'n'), ('really', 'r'), ('found', 'v'), ('entertaining', 'v'), ('real', 'a'), ('issue', 'n'), ('tight', 'a'), ('leg', 'n'), ('room', 'n'), ('slim', 'a'), ('ft', 'n'), ('lack', 'n'), ('seat', 'n'), ('width', 'n'), ('made', 'v'), ('almost', 'r'), ('impossible', 'a'), ('eat', 'v'), ('meal', 'n'), ('tight', 'v'), ('Previously', 'r'), ('seat', 'n'), ('format', 'n'), ('sat', 'v'), ('outbound', 'n'), ('although', None), ('return', 'n'), ('sat', 'v'), ('near', None), ('back', 'n'), ('economy', 'n'), ('aircraft', 'n'), ('narrows', 'n'), ('seats', 'n'), ('become', 'v'), ('sat', 'v'), ('bearable', 'a'), ('also', 'r'), ('found', 'v'), ('seat', 'n'), ('really', 'r'), ('hard', 'r'), ('couple', 'n'), ('hours', 'n'), ('although', None), ('sitting', 'v'), ('supplied', 'v'), ('back', 'r'), ('rest', 'a'), ('cushion', 'n'), ('helped', 'v'), ('bit', 'n'), ('Despite', None), ('best', 'a'), ('efforts', 'n'), ('sleep', 'v'), ('failed', 'v'), ('remember', 'v'), ('old', 'a'), ('seats', 'n'), ('comfortable', 'a'), ('especially', 'r'), ('long', 'a'), ('haul', 'n'), ('Service', 'n'), ('professional', 'a'), ('timely', 'a'), ('food', 'n'), ('similar', 'a'), ('previous', 'a'), ('flights', 'n'), ('edible', 'a'), ('summary', 'a'), ('seems', 'v'), ('shame', 'n'), ('BA', 'n'), ('improved', 'v'), ('aspects', 'n'), ('experience', 'n'), ('seat', 'n'), ('comfort', 'n'), ('sacrificed', 'v'), ('great', 'a'), ('pity', 'n')]",  Grenada Gatwick fly BA aircraft type prior refurbishment intrigue experience change cabin cabin much smarter previous aircraft look tired lighting pleasant entertainment system hugely improve good selection medium large touch screen device suppose reason appreciate old system hopelessly outdated family really find entertain real issue tight leg room slim ft lack seat width make almost impossible eat meal tight Previously seat format sit outbound although return sit near back economy aircraft narrow seat become sit bearable also find seat really hard couple hour although sit supply back rest cushion help bit Despite best effort sleep fail remember old seat comfortable especially long haul Service professional timely food similar previous flight edible summary seem shame BA improve aspect experience seat comfort sacrifice great pity,0.9324,Positive
689,"  Prague to London. A two hour flight on 27th July was delayed by 3 hours with no heads up given by BA. There was no sympathy or compensation , especially as our original flight was early morning, and with an email informing us of the delay, we could have stayed longer in the hotel. ", Prague to London A two hour flight on th July was delayed by hours with no heads up given by BA There was no sympathy or compensation especially as our original flight was early morning and with an email informing us of the delay we could have stayed longer in the hotel ,"[('Prague', 'n'), ('London', 'n'), ('two', None), ('hour', 'n'), ('flight', 'n'), ('th', 'n'), ('July', 'n'), ('delayed', 'v'), ('hours', 'n'), ('heads', 'n'), ('given', 'v'), ('BA', 'n'), ('sympathy', 'n'), ('compensation', 'n'), ('especially', 'r'), ('original', 'a'), ('flight', 'n'), ('early', 'a'), ('morning', 'n'), ('email', 'n'), ('informing', 'v'), ('us', None), ('delay', 'n'), ('could', None), ('stayed', 'v'), ('longer', 'r'), ('hotel', 'n')]",  Prague London two hour flight th July delay hour head give BA sympathy compensation especially original flight early morning email inform us delay could stay longer hotel,0.1263,Neutral
690,"  London to Dubai. Lately I am frequently flying Premium Economy with British Airways. The extra comfort compared to Economy Class is unparalleled. The seat is way more comfortable, attendants are really professional and very friendly. If just could add the leg rest into all the other seats, and not just the first row (as it used to be in the old BA Premium Economy seats), then it would be perfect. That's my only note.", London to Dubai Lately I am frequently flying Premium Economy with British Airways The extra comfort compared to Economy Class is unparalleled The seat is way more comfortable attendants are really professional and very friendly If just could add the leg rest into all the other seats and not just the first row as it used to be in the old BA Premium Economy seats then it would be perfect That s my only note ,"[('London', 'n'), ('Dubai', 'n'), ('Lately', 'n'), ('frequently', 'r'), ('flying', 'v'), ('Premium', 'n'), ('Economy', 'n'), ('British', 'n'), ('Airways', 'n'), ('extra', 'a'), ('comfort', 'n'), ('compared', 'v'), ('Economy', 'n'), ('Class', 'n'), ('unparalleled', 'v'), ('seat', 'n'), ('way', 'n'), ('comfortable', 'a'), ('attendants', 'n'), ('really', 'r'), ('professional', 'a'), ('friendly', 'a'), ('could', None), ('add', 'v'), ('leg', 'n'), ('rest', 'n'), ('seats', 'n'), ('first', 'a'), ('row', 'n'), ('used', 'v'), ('old', 'a'), ('BA', 'n'), ('Premium', 'n'), ('Economy', 'n'), ('seats', 'v'), ('would', None), ('perfect', 'a'), ('note', 'n')]",  London Dubai Lately frequently fly Premium Economy British Airways extra comfort compare Economy Class unparalleled seat way comfortable attendant really professional friendly could add leg rest seat first row use old BA Premium Economy seat would perfect note,0.9182,Positive
691,  Tel Aviv to Toronto via London. The plane from London to Toronto was run by Air Belgium The service from checkin until we received our cases here in Israel was excellent. The cabin staff on each airline were helpful and friendly. The food was all acceptable for economy airline food and we had snacks and on 1 flight icecream was served. Soft drinks as well as wine and alcohol was plentiful for the people that asked and water was served all during each flight. The planes had ample leg room and the seats were comfortable for economy class. Inflight entertainment was good enough there was something to watch on 4 flights. I haven't travelled British Airways for years but I will do again if the price is competitive as were these flights, Tel Aviv to Toronto via London The plane from London to Toronto was run by Air Belgium The service from checkin until we received our cases here in Israel was excellent The cabin staff on each airline were helpful and friendly The food was all acceptable for economy airline food and we had snacks and on flight icecream was served Soft drinks as well as wine and alcohol was plentiful for the people that asked and water was served all during each flight The planes had ample leg room and the seats were comfortable for economy class Inflight entertainment was good enough there was something to watch on flights I haven t travelled British Airways for years but I will do again if the price is competitive as were these flights,"[('Tel', 'n'), ('Aviv', 'n'), ('Toronto', 'n'), ('via', None), ('London', 'n'), ('plane', 'n'), ('London', 'n'), ('Toronto', 'n'), ('run', 'v'), ('Air', 'n'), ('Belgium', 'n'), ('service', 'n'), ('checkin', 'a'), ('received', 'v'), ('cases', 'n'), ('Israel', 'n'), ('excellent', 'a'), ('cabin', 'a'), ('staff', 'n'), ('airline', 'n'), ('helpful', 'a'), ('friendly', 'a'), ('food', 'n'), ('acceptable', 'a'), ('economy', 'n'), ('airline', 'n'), ('food', 'n'), ('snacks', 'n'), ('flight', 'n'), ('icecream', 'n'), ('served', 'v'), ('Soft', 'a'), ('drinks', 'n'), ('well', 'r'), ('wine', 'n'), ('alcohol', 'n'), ('plentiful', 'a'), ('people', 'n'), ('asked', 'v'), ('water', 'n'), ('served', 'v'), ('flight', 'n'), ('planes', 'n'), ('ample', 'a'), ('leg', 'n'), ('room', 'n'), ('seats', 'n'), ('comfortable', 'a'), ('economy', 'n'), ('class', 'n'), ('Inflight', 'n'), ('entertainment', 'n'), ('good', 'a'), ('enough', 'r'), ('something', 'n'), ('watch', 'v'), ('flights', 'n'), ('travelled', 'a'), ('British', 'a'), ('Airways', 'n'), ('years', 'n'), ('price', 'n'), ('competitive', 'a'), ('flights', 'n')]",  Tel Aviv Toronto via London plane London Toronto run Air Belgium service checkin receive case Israel excellent cabin staff airline helpful friendly food acceptable economy airline food snack flight icecream serve Soft drink well wine alcohol plentiful people ask water serve flight plane ample leg room seat comfortable economy class Inflight entertainment good enough something watch flight travelled British Airways year price competitive flight,0.9712,Positive
692,"  I flew yesterday from Heathrow to Manchester in business class, from start to finish it was a shambles.  I was sent to the wrong baggage drop, then to the wrong lounge, I showed my boarding card and sent to the north lounge the furthest from the gate. The boarding process was more like a rugby scrum, no notice was taken of class of service and then my boarding card said assistance required so another queue was needed no explanation was given for this.", I flew yesterday from Heathrow to Manchester in business class from start to finish it was a shambles I was sent to the wrong baggage drop then to the wrong lounge I showed my boarding card and sent to the north lounge the furthest from the gate The boarding process was more like a rugby scrum no notice was taken of class of service and then my boarding card said assistance required so another queue was needed no explanation was given for this ,"[('flew', 'v'), ('yesterday', 'n'), ('Heathrow', 'n'), ('Manchester', 'n'), ('business', 'n'), ('class', 'n'), ('start', 'n'), ('finish', 'v'), ('shambles', 'n'), ('sent', 'v'), ('wrong', 'a'), ('baggage', 'n'), ('drop', 'n'), ('wrong', 'a'), ('lounge', 'n'), ('showed', 'v'), ('boarding', 'v'), ('card', 'n'), ('sent', 'v'), ('north', 'a'), ('lounge', 'n'), ('furthest', 'a'), ('gate', 'n'), ('boarding', 'n'), ('process', 'n'), ('like', None), ('rugby', 'n'), ('scrum', 'n'), ('notice', 'n'), ('taken', 'v'), ('class', 'n'), ('service', 'n'), ('boarding', 'v'), ('card', 'n'), ('said', 'v'), ('assistance', 'n'), ('required', 'v'), ('another', None), ('queue', 'n'), ('needed', 'v'), ('explanation', 'n'), ('given', 'v')]",  fly yesterday Heathrow Manchester business class start finish shamble send wrong baggage drop wrong lounge show board card send north lounge furthest gate boarding process like rugby scrum notice take class service board card say assistance require another queue need explanation give,-0.7003,Negative
693,"  The first part from Brussels to London Heathrow was a fast flight, however on the ground in London the problems started. The gate where the arriving plane was planned to stop was not free what occurred in a waiting time on the ground for 40 minutes. The captain constantly gave information and the entire team was friendly and courteous. Continental breakfast in business was OK for this short flight. Flight to Larnaca was full, embarkation was prompt for business pax. The team was very friendly. The service started with a drink and some cookies , the meal was good despite a more substantial appetiser could be expected - a few slices of green salad and one cherry tomato is a side dish not an appetiser. It must be said the meal was an improvement since last year. Decent drinks and a good Champagne were available, followed by coffee or tea. It is a longer flight - a second round of drinks an hour before landing was maybe appropriated however it was not a problem to receive additional drinks.", The first part from Brussels to London Heathrow was a fast flight however on the ground in London the problems started The gate where the arriving plane was planned to stop was not free what occurred in a waiting time on the ground for minutes The captain constantly gave information and the entire team was friendly and courteous Continental breakfast in business was OK for this short flight Flight to Larnaca was full embarkation was prompt for business pax The team was very friendly The service started with a drink and some cookies the meal was good despite a more substantial appetiser could be expected a few slices of green salad and one cherry tomato is a side dish not an appetiser It must be said the meal was an improvement since last year Decent drinks and a good Champagne were available followed by coffee or tea It is a longer flight a second round of drinks an hour before landing was maybe appropriated however it was not a problem to receive additional drinks ,"[('first', 'a'), ('part', 'n'), ('Brussels', 'n'), ('London', 'n'), ('Heathrow', 'n'), ('fast', 'a'), ('flight', 'n'), ('however', 'r'), ('ground', 'n'), ('London', 'n'), ('problems', 'n'), ('started', 'v'), ('gate', 'n'), ('arriving', 'v'), ('plane', 'n'), ('planned', 'v'), ('stop', 'v'), ('free', 'a'), ('occurred', 'v'), ('waiting', 'a'), ('time', 'n'), ('ground', 'n'), ('minutes', 'n'), ('captain', 'n'), ('constantly', 'r'), ('gave', 'v'), ('information', 'n'), ('entire', 'a'), ('team', 'n'), ('friendly', 'a'), ('courteous', 'a'), ('Continental', 'n'), ('breakfast', 'n'), ('business', 'n'), ('OK', 'n'), ('short', 'a'), ('flight', 'n'), ('Flight', 'n'), ('Larnaca', 'n'), ('full', 'a'), ('embarkation', 'n'), ('prompt', 'a'), ('business', 'n'), ('pax', 'n'), ('team', 'n'), ('friendly', 'a'), ('service', 'n'), ('started', 'v'), ('drink', 'n'), ('cookies', 'n'), ('meal', 'n'), ('good', 'a'), ('despite', None), ('substantial', 'a'), ('appetiser', 'n'), ('could', None), ('expected', 'v'), ('slices', 'n'), ('green', 'a'), ('salad', 'n'), ('one', None), ('cherry', 'n'), ('tomato', 'n'), ('side', 'a'), ('dish', 'n'), ('appetiser', 'n'), ('must', None), ('said', 'v'), ('meal', 'n'), ('improvement', 'n'), ('since', None), ('last', 'a'), ('year', 'n'), ('Decent', 'n'), ('drinks', 'n'), ('good', 'a'), ('Champagne', 'n'), ('available', 'a'), ('followed', 'v'), ('coffee', 'n'), ('tea', 'n'), ('longer', 'r'), ('flight', 'n'), ('second', 'a'), ('round', 'n'), ('drinks', 'n'), ('hour', 'n'), ('landing', 'n'), ('maybe', 'r'), ('appropriated', 'v'), ('however', 'r'), ('problem', 'n'), ('receive', 'v'), ('additional', 'a'), ('drinks', 'n')]",  first part Brussels London Heathrow fast flight however ground London problem start gate arrive plane plan stop free occur waiting time ground minute captain constantly give information entire team friendly courteous Continental breakfast business OK short flight Flight Larnaca full embarkation prompt business pax team friendly service start drink cooky meal good despite substantial appetiser could expect slice green salad one cherry tomato side dish appetiser must say meal improvement since last year Decent drink good Champagne available follow coffee tea longer flight second round drink hour landing maybe appropriate however problem receive additional drink,0.9568,Positive
694,"  Stockholm to London. Worst business class flight I have flown. Split seating for myself and my wife because apparently they were overbooked. The meal was inedible for me, and was the worst airline meal I have been served. ", Stockholm to London Worst business class flight I have flown Split seating for myself and my wife because apparently they were overbooked The meal was inedible for me and was the worst airline meal I have been served ,"[('Stockholm', 'n'), ('London', 'n'), ('Worst', 'n'), ('business', 'n'), ('class', 'n'), ('flight', 'n'), ('flown', 'v'), ('Split', 'n'), ('seating', 'v'), ('wife', 'n'), ('apparently', 'r'), ('overbooked', 'v'), ('meal', 'n'), ('inedible', 'a'), ('worst', 'a'), ('airline', 'n'), ('meal', 'n'), ('served', 'v')]",  Stockholm London Worst business class flight fly Split seat wife apparently overbooked meal inedible bad airline meal serve,-0.8225,Negative
695," Seems like no one was aware of my existence on the flight. No drink, no snack, no bottle of water was offered. No amenity kits. When I asked, they said none were left in stock. They gave me toothpaste and a toothbrush, which was ok, and fast track invitation, which was useless, since no fast track is offered to British passports. I was not given a menu, I even had to ask for it. I was not served the meal and they said it was because I was sleeping. Ok fine but even when I was awake, no one bothered to ask me about the meal. I had to ask for the menu, a bottle of water, and the meal. And after all, no apologies from the staff. Too many people are squeezed into business class. Even though I could lie down 180 degrees, I had very little space at my seat. Given the very expensive fare, I expected a much better service for business class passengers. I'm very disappointed and will never use it again. I won't recommend British Airways business class to anyone!", Seems like no one was aware of my existence on the flight No drink no snack no bottle of water was offered No amenity kits When I asked they said none were left in stock They gave me toothpaste and a toothbrush which was ok and fast track invitation which was useless since no fast track is offered to British passports I was not given a menu I even had to ask for it I was not served the meal and they said it was because I was sleeping Ok fine but even when I was awake no one bothered to ask me about the meal I had to ask for the menu a bottle of water and the meal And after all no apologies from the staff Too many people are squeezed into business class Even though I could lie down degrees I had very little space at my seat Given the very expensive fare I expected a much better service for business class passengers I m very disappointed and will never use it again I won t recommend British Airways business class to anyone ,"[('Seems', 'n'), ('like', None), ('one', 'n'), ('aware', 'a'), ('existence', 'n'), ('flight', 'n'), ('drink', 'n'), ('snack', 'n'), ('bottle', 'n'), ('water', 'n'), ('offered', 'v'), ('amenity', 'n'), ('kits', 'v'), ('asked', 'v'), ('said', 'v'), ('none', 'n'), ('left', 'v'), ('stock', 'n'), ('gave', 'v'), ('toothpaste', 'n'), ('toothbrush', 'n'), ('ok', 'a'), ('fast', 'a'), ('track', 'n'), ('invitation', 'n'), ('useless', 'a'), ('since', None), ('fast', 'a'), ('track', 'n'), ('offered', 'v'), ('British', 'a'), ('passports', 'n'), ('given', 'v'), ('menu', 'n'), ('even', 'r'), ('ask', 'v'), ('served', 'v'), ('meal', 'n'), ('said', 'v'), ('sleeping', 'v'), ('Ok', 'n'), ('fine', 'n'), ('even', 'r'), ('awake', 'r'), ('one', 'n'), ('bothered', 'v'), ('ask', 'v'), ('meal', 'n'), ('ask', 'v'), ('menu', 'n'), ('bottle', 'n'), ('water', 'n'), ('meal', 'n'), ('apologies', 'n'), ('staff', 'n'), ('many', 'a'), ('people', 'n'), ('squeezed', 'v'), ('business', 'n'), ('class', 'n'), ('Even', 'r'), ('though', None), ('could', None), ('lie', 'v'), ('degrees', 'n'), ('little', 'a'), ('space', 'n'), ('seat', 'n'), ('Given', 'v'), ('expensive', 'a'), ('fare', 'n'), ('expected', 'v'), ('much', 'r'), ('better', 'a'), ('service', 'n'), ('business', 'n'), ('class', 'n'), ('passengers', 'n'), ('disappointed', 'a'), ('never', 'r'), ('use', 'v'), ('recommend', 'n'), ('British', 'n'), ('Airways', 'n'), ('business', 'n'), ('class', 'n'), ('anyone', 'n')]",  Seems like one aware existence flight drink snack bottle water offer amenity kit ask say none leave stock give toothpaste toothbrush ok fast track invitation useless since fast track offer British passport give menu even ask serve meal say sleep Ok fine even awake one bother ask meal ask menu bottle water meal apology staff many people squeeze business class Even though could lie degree little space seat Given expensive fare expect much good service business class passenger disappointed never use recommend British Airways business class anyone,0.1376,Neutral
696," Premium economy don’t waste your money on an overnight flight! Going out is acceptable but the night flight we had was a disgrace! The food (I use this term lightly) wasn’t fit for dogs on our flight, it was salmon we think as it didn’t taste of anything, a meat of some kind but was too tough to stick a fork into let alone eat it. The veg tasted burnt, bread roll was ok. (Not really a saving grace). One cup of tea or coffee at breakfast and don’t bother asking what was in the box left on our table! I didn’t bother trying it. The look on other people’s faces was good enough for me to know don’t bother! Which in comparison to the outbound flight (London to Orlando) was worlds apart, greeted with a drink which was the first of many, dinner was nice, the steak edible, veg cooked just right and dessert was nice with plenty of drinks! Inflight entertainment was good even though there was supposed to be WiFi but couldn’t log on so saved some money there. I really thought this was going to be the best way to travel. Oh a broken seat for one of our party was a bit disappointing, homeward bound and the inflight entertainment seem rather lacklustre which leads me to think it was an older plane. But that really shouldn’t happen. What is not told when booking, homeward flight on the top of your ticket if you have TSA PRE you don’t have to join the massive queue, look for pre entered TSA line that’s the one that’s empty cause they tell no one about it.", Premium economy don t waste your money on an overnight flight Going out is acceptable but the night flight we had was a disgrace The food I use this term lightly wasn t fit for dogs on our flight it was salmon we think as it didn t taste of anything a meat of some kind but was too tough to stick a fork into let alone eat it The veg tasted burnt bread roll was ok Not really a saving grace One cup of tea or coffee at breakfast and don t bother asking what was in the box left on our table I didn t bother trying it The look on other people s faces was good enough for me to know don t bother Which in comparison to the outbound flight London to Orlando was worlds apart greeted with a drink which was the first of many dinner was nice the steak edible veg cooked just right and dessert was nice with plenty of drinks Inflight entertainment was good even though there was supposed to be WiFi but couldn t log on so saved some money there I really thought this was going to be the best way to travel Oh a broken seat for one of our party was a bit disappointing homeward bound and the inflight entertainment seem rather lacklustre which leads me to think it was an older plane But that really shouldn t happen What is not told when booking homeward flight on the top of your ticket if you have TSA PRE you don t have to join the massive queue look for pre entered TSA line that s the one that s empty cause they tell no one about it ,"[('Premium', 'a'), ('economy', 'n'), ('waste', 'n'), ('money', 'n'), ('overnight', 'a'), ('flight', 'n'), ('Going', 'v'), ('acceptable', 'a'), ('night', 'n'), ('flight', 'n'), ('disgrace', 'n'), ('food', 'n'), ('use', 'v'), ('term', 'n'), ('lightly', 'r'), ('fit', 'n'), ('dogs', 'n'), ('flight', 'n'), ('salmon', 'a'), ('think', 'v'), ('taste', 'n'), ('anything', 'n'), ('meat', 'n'), ('kind', 'n'), ('tough', 'a'), ('stick', 'v'), ('fork', 'n'), ('let', 'v'), ('alone', 'a'), ('eat', 'v'), ('veg', 'n'), ('tasted', 'v'), ('burnt', 'a'), ('bread', 'n'), ('roll', 'n'), ('ok', 'a'), ('really', 'r'), ('saving', 'v'), ('grace', 'n'), ('One', None), ('cup', 'n'), ('tea', 'n'), ('coffee', 'n'), ('breakfast', 'n'), ('bother', 'r'), ('asking', 'v'), ('box', 'n'), ('left', 'v'), ('table', 'n'), ('bother', None), ('trying', 'v'), ('look', 'n'), ('people', 'n'), ('faces', 'v'), ('good', 'a'), ('enough', 'r'), ('know', 'v'), ('bother', 'n'), ('comparison', 'n'), ('outbound', 'n'), ('flight', 'n'), ('London', 'n'), ('Orlando', 'n'), ('worlds', 'a'), ('apart', 'r'), ('greeted', 'v'), ('drink', 'n'), ('first', 'a'), ('many', 'a'), ('dinner', 'n'), ('nice', 'a'), ('steak', 'n'), ('edible', 'a'), ('veg', 'n'), ('cooked', 'v'), ('right', 'a'), ('dessert', 'n'), ('nice', 'a'), ('plenty', 'n'), ('drinks', 'n'), ('Inflight', 'n'), ('entertainment', 'n'), ('good', 'a'), ('even', 'r'), ('though', None), ('supposed', 'v'), ('WiFi', 'n'), ('log', 'n'), ('saved', 'v'), ('money', 'n'), ('really', 'r'), ('thought', 'v'), ('going', 'v'), ('best', 'a'), ('way', 'n'), ('travel', 'v'), ('Oh', 'n'), ('broken', 'a'), ('seat', 'n'), ('one', None), ('party', 'n'), ('bit', 'n'), ('disappointing', 'a'), ('homeward', 'n'), ('bound', 'n'), ('inflight', 'a'), ('entertainment', 'n'), ('seem', 'v'), ('rather', 'r'), ('lacklustre', 'a'), ('leads', 'v'), ('think', 'v'), ('older', 'a'), ('plane', 'n'), ('really', 'r'), ('happen', 'v'), ('told', 'v'), ('booking', 'v'), ('homeward', 'r'), ('flight', 'n'), ('top', 'n'), ('ticket', 'n'), ('TSA', 'v'), ('PRE', 'n'), ('join', 'v'), ('massive', 'a'), ('queue', 'n'), ('look', 'n'), ('pre', 'n'), ('entered', 'v'), ('TSA', 'n'), ('line', 'n'), ('one', 'n'), ('empty', 'a'), ('cause', 'n'), ('tell', 'v'), ('one', 'n')]",  Premium economy waste money overnight flight Going acceptable night flight disgrace food use term lightly fit dog flight salmon think taste anything meat kind tough stick fork let alone eat veg taste burnt bread roll ok really save grace One cup tea coffee breakfast bother ask box leave table bother try look people face good enough know bother comparison outbound flight London Orlando worlds apart greet drink first many dinner nice steak edible veg cook right dessert nice plenty drink Inflight entertainment good even though suppose WiFi log save money really think go best way travel Oh broken seat one party bit disappointing homeward bound inflight entertainment seem rather lacklustre lead think old plane really happen tell book homeward flight top ticket TSA PRE join massive queue look pre enter TSA line one empty cause tell one,0.9767,Positive
697,"  Lisbon to London. Business class is just economy class with an empty middle seat. No leg room for me. Meal service had no choice by the time they got halfway through business class. All that was left was cod. Freezing cold, but no blankets. Poor staff spent most of the flight apologising. Never fly British Airways. ", Lisbon to London Business class is just economy class with an empty middle seat No leg room for me Meal service had no choice by the time they got halfway through business class All that was left was cod Freezing cold but no blankets Poor staff spent most of the flight apologising Never fly British Airways ,"[('Lisbon', 'n'), ('London', 'n'), ('Business', 'n'), ('class', 'n'), ('economy', 'n'), ('class', 'n'), ('empty', 'a'), ('middle', 'a'), ('seat', 'n'), ('leg', 'n'), ('room', 'n'), ('Meal', 'n'), ('service', 'n'), ('choice', 'n'), ('time', 'n'), ('got', 'v'), ('halfway', 'r'), ('business', 'n'), ('class', 'n'), ('left', 'v'), ('cod', 'a'), ('Freezing', 'n'), ('cold', 'n'), ('blankets', 'n'), ('Poor', 'n'), ('staff', 'n'), ('spent', 'v'), ('flight', 'n'), ('apologising', 'v'), ('Never', 'n'), ('fly', 'v'), ('British', 'a'), ('Airways', 'n')]",  Lisbon London Business class economy class empty middle seat leg room Meal service choice time get halfway business class leave cod Freezing cold blanket Poor staff spend flight apologise Never fly British Airways,-0.4404,Negative
698," Heathrow to Marseille. Within a few days of booking a flight for December, BA advised flight has been changed to late evening arrival. This is unacceptable so I opt to cancel and full refund. BA then says it is refunding the fare and makes no mention of the fee I have paid for seat selection. I have found a claim form for refund of these fees, on submission they say they will take up to 28 days to think about it.", Heathrow to Marseille Within a few days of booking a flight for December BA advised flight has been changed to late evening arrival This is unacceptable so I opt to cancel and full refund BA then says it is refunding the fare and makes no mention of the fee I have paid for seat selection I have found a claim form for refund of these fees on submission they say they will take up to days to think about it ,"[('Heathrow', 'n'), ('Marseille', 'n'), ('Within', 'n'), ('days', 'n'), ('booking', 'v'), ('flight', 'n'), ('December', 'n'), ('BA', 'n'), ('advised', 'v'), ('flight', 'n'), ('changed', 'v'), ('late', 'v'), ('evening', 'n'), ('arrival', 'n'), ('unacceptable', 'a'), ('opt', 'v'), ('cancel', 'v'), ('full', 'a'), ('refund', 'n'), ('BA', 'n'), ('says', 'v'), ('refunding', 'v'), ('fare', 'n'), ('makes', 'v'), ('mention', 'n'), ('fee', 'n'), ('paid', 'v'), ('seat', 'n'), ('selection', 'n'), ('found', 'v'), ('claim', 'n'), ('form', 'n'), ('refund', 'n'), ('fees', 'n'), ('submission', 'n'), ('say', 'v'), ('take', 'v'), ('days', 'n'), ('think', 'v')]",  Heathrow Marseille Within day book flight December BA advise flight change late evening arrival unacceptable opt cancel full refund BA say refund fare make mention fee pay seat selection find claim form refund fee submission say take day think,-0.6597,Negative
