,reviews,clean reviews,POS tagged,lemma,Sentiment,Analysis
39,"  Due to code sharing with Cathay Pacific I was downgraded to BA on my return leg. I can’t describe how cheated I felt. I booked and paid for an airline with great entertainment, food and service, instead, I was forced to go hungry because they only had one choice of meal and it was inedible. To ensure the passengers didn’t get any funny ideas and assume that as the vegetarian option was unavailable they might be given a cracker or a small packet of nuts. The cabin crew announced in their uniquely aggressive and dismissive way “You won’t get anything else for 12 hours you know!” the entertainment is compiled mainly of B movies so I paid £11 for Wi-Fi so I could watch Netflix on my laptop. Unsurprisingly, the signal was so weak I couldn’t even send an email. To add insult to injury, the earbuds provided the cheapest and lowest quality I have ever seen. Since the last time I used this airline the crew are less rude and obnoxious and are now just impatient and unhelpful.  What I don’t understand is why it seems that British Airways look for these characteristics as desirable attributes for their crew. ", Due to code sharing with Cathay Pacific I was downgraded to BA on my return leg I can t describe how cheated I felt I booked and paid for an airline with great entertainment food and service instead I was forced to go hungry because they only had one choice of meal and it was inedible To ensure the passengers didn t get any funny ideas and assume that as the vegetarian option was unavailable they might be given a cracker or a small packet of nuts The cabin crew announced in their uniquely aggressive and dismissive way You won t get anything else for hours you know the entertainment is compiled mainly of B movies so I paid for Wi Fi so I could watch Netflix on my laptop Unsurprisingly the signal was so weak I couldn t even send an email To add insult to injury the earbuds provided the cheapest and lowest quality I have ever seen Since the last time I used this airline the crew are less rude and obnoxious and are now just impatient and unhelpful What I don t understand is why it seems that British Airways look for these characteristics as desirable attributes for their crew ,"[('Due', 'a'), ('code', 'v'), ('sharing', 'v'), ('Cathay', 'n'), ('Pacific', 'n'), ('downgraded', 'v'), ('BA', 'n'), ('return', 'n'), ('leg', 'n'), ('describe', 'v'), ('cheated', 'a'), ('felt', 'v'), ('booked', 'v'), ('paid', 'v'), ('airline', 'n'), ('great', 'a'), ('entertainment', 'n'), ('food', 'n'), ('service', 'n'), ('instead', 'r'), ('forced', 'v'), ('go', 'v'), ('hungry', 'a'), ('one', None), ('choice', 'n'), ('meal', 'n'), ('inedible', 'a'), ('ensure', 'v'), ('passengers', 'n'), ('get', 'v'), ('funny', 'a'), ('ideas', 'n'), ('assume', 'v'), ('vegetarian', 'a'), ('option', 'n'), ('unavailable', 'a'), ('might', None), ('given', 'v'), ('cracker', 'n'), ('small', 'a'), ('packet', 'n'), ('nuts', 'n'), ('cabin', 'n'), ('crew', 'n'), ('announced', 'v'), ('uniquely', 'a'), ('aggressive', 'a'), ('dismissive', 'a'), ('way', 'n'), ('get', 'n'), ('anything', 'n'), ('else', 'r'), ('hours', 'n'), ('know', 'v'), ('entertainment', 'n'), ('compiled', 'v'), ('mainly', 'r'), ('B', 'n'), ('movies', 'n'), ('paid', 'v'), ('Wi', 'n'), ('Fi', 'n'), ('could', None), ('watch', 'v'), ('Netflix', 'n'), ('laptop', 'a'), ('Unsurprisingly', 'r'), ('signal', 'n'), ('weak', 'a'), ('even', 'r'), ('send', 'v'), ('email', 'n'), ('add', 'v'), ('insult', 'n'), ('injury', 'v'), ('earbuds', 'n'), ('provided', 'v'), ('cheapest', 'a'), ('lowest', 'a'), ('quality', 'n'), ('ever', 'r'), ('seen', 'v'), ('Since', None), ('last', 'a'), ('time', 'n'), ('used', 'v'), ('airline', 'n'), ('crew', 'n'), ('less', 'r'), ('rude', 'a'), ('obnoxious', 'a'), ('impatient', 'n'), ('unhelpful', 'a'), ('understand', 'n'), ('seems', 'v'), ('British', 'n'), ('Airways', 'n'), ('look', 'n'), ('characteristics', 'n'), ('desirable', 'a'), ('attributes', 'n'), ('crew', 'n')]",  Due code share Cathay Pacific downgrade BA return leg describe cheated felt book pay airline great entertainment food service instead force go hungry one choice meal inedible ensure passenger get funny idea assume vegetarian option unavailable might give cracker small packet nut cabin crew announce uniquely aggressive dismissive way get anything else hour know entertainment compile mainly B movie pay Wi Fi could watch Netflix laptop Unsurprisingly signal weak even send email add insult injury earbuds provide cheap low quality ever see Since last time use airline crew less rude obnoxious impatient unhelpful understand seem British Airways look characteristic desirable attribute crew,-0.5369,Negative
40,"  LHR check in was quick at the First Wing and quickly through security. The First lounge was quiet for a change and a reasonably good breakfast buffet available. While BA have brought back their Highlife magazine in the lounge, it seems they used Covid to scrap all the other magazines they used to offer, as part of the endless BA cost cutting. The toilets in the lounge were as disgusting as ever, not cleaned frequently on this visit and they are about 20 years out of date (the public washrooms in T5 are better and cleaner). Boarding was the usual BA muddled mess, and two of the gate staff appeared to have no clue what they were doing. Endless announcements at the gate about being a full flight, requesting passengers to check in bags, only to get on a flight that was less than 40% full. Onboard a very good welcome from Captain and the flight left the gate only 5 mins late. Breakfast had 3 choices and was a fair standard. No hot towels or even packet towels offered in Club Europe any more, another part of the relentless BA cost cutting. I wouldn't mind but fares are proportionately a lot higher now than pre Covid. Cabin staff service was perfunctory at best, not a scrap of recognition for BA Gold or Oneworld Emerald members, clear proof that BA really don't care any more. Breakfast trays cleared 45 mins into the flight, and that was the sign for staff to stay in the front galley for the rest of the flight. Paid £4.99 for 1 hours wifi, and dropped connection for the next 40 mins. Sad to note that staff service on Ryanair is more pro active nowadays. Priority tagged suitcase came out nearly last at Malaga, this is standard for BA business class baggage handling. Do not waste your money on Club Europe, standards just keep dropping. ", LHR check in was quick at the First Wing and quickly through security The First lounge was quiet for a change and a reasonably good breakfast buffet available While BA have brought back their Highlife magazine in the lounge it seems they used Covid to scrap all the other magazines they used to offer as part of the endless BA cost cutting The toilets in the lounge were as disgusting as ever not cleaned frequently on this visit and they are about years out of date the public washrooms in T are better and cleaner Boarding was the usual BA muddled mess and two of the gate staff appeared to have no clue what they were doing Endless announcements at the gate about being a full flight requesting passengers to check in bags only to get on a flight that was less than full Onboard a very good welcome from Captain and the flight left the gate only mins late Breakfast had choices and was a fair standard No hot towels or even packet towels offered in Club Europe any more another part of the relentless BA cost cutting I wouldn t mind but fares are proportionately a lot higher now than pre Covid Cabin staff service was perfunctory at best not a scrap of recognition for BA Gold or Oneworld Emerald members clear proof that BA really don t care any more Breakfast trays cleared mins into the flight and that was the sign for staff to stay in the front galley for the rest of the flight Paid for hours wifi and dropped connection for the next mins Sad to note that staff service on Ryanair is more pro active nowadays Priority tagged suitcase came out nearly last at Malaga this is standard for BA business class baggage handling Do not waste your money on Club Europe standards just keep dropping ,"[('LHR', 'n'), ('check', 'n'), ('quick', 'a'), ('First', 'n'), ('Wing', 'n'), ('quickly', 'r'), ('security', 'n'), ('First', 'n'), ('lounge', 'n'), ('quiet', 'a'), ('change', 'n'), ('reasonably', 'r'), ('good', 'a'), ('breakfast', 'n'), ('buffet', 'n'), ('available', 'a'), ('BA', 'n'), ('brought', 'v'), ('back', 'r'), ('Highlife', 'n'), ('magazine', 'n'), ('lounge', 'n'), ('seems', 'v'), ('used', 'v'), ('Covid', 'n'), ('scrap', 'v'), ('magazines', 'n'), ('used', 'v'), ('offer', 'v'), ('part', 'n'), ('endless', 'a'), ('BA', 'n'), ('cost', 'n'), ('cutting', 'v'), ('toilets', 'n'), ('lounge', 'n'), ('disgusting', 'v'), ('ever', 'r'), ('cleaned', 'v'), ('frequently', 'r'), ('visit', 'n'), ('years', 'n'), ('date', 'n'), ('public', 'a'), ('washrooms', 'n'), ('better', 'r'), ('cleaner', 'a'), ('Boarding', 'n'), ('usual', 'a'), ('BA', 'n'), ('muddled', 'v'), ('mess', 'n'), ('two', None), ('gate', 'a'), ('staff', 'n'), ('appeared', 'v'), ('clue', 'n'), ('Endless', 'a'), ('announcements', 'n'), ('gate', 'n'), ('full', 'a'), ('flight', 'n'), ('requesting', 'v'), ('passengers', 'n'), ('check', 'v'), ('bags', 'n'), ('get', 'v'), ('flight', 'n'), ('less', 'a'), ('full', 'a'), ('Onboard', 'n'), ('good', 'a'), ('welcome', 'n'), ('Captain', 'n'), ('flight', 'n'), ('left', 'v'), ('gate', 'n'), ('mins', 'v'), ('late', 'a'), ('Breakfast', 'n'), ('choices', 'n'), ('fair', 'a'), ('standard', 'a'), ('hot', 'a'), ('towels', 'n'), ('even', 'r'), ('packet', 'a'), ('towels', 'n'), ('offered', 'v'), ('Club', 'n'), ('Europe', 'n'), ('another', None), ('part', 'n'), ('relentless', 'n'), ('BA', 'n'), ('cost', 'n'), ('cutting', 'n'), ('mind', 'n'), ('fares', 'n'), ('proportionately', 'r'), ('lot', 'n'), ('higher', 'a'), ('pre', 'n'), ('Covid', 'n'), ('Cabin', 'n'), ('staff', 'n'), ('service', 'n'), ('perfunctory', 'a'), ('best', 'a'), ('scrap', 'n'), ('recognition', 'n'), ('BA', 'n'), ('Gold', 'n'), ('Oneworld', 'n'), ('Emerald', 'n'), ('members', 'n'), ('clear', 'a'), ('proof', 'n'), ('BA', 'n'), ('really', 'r'), ('care', 'n'), ('Breakfast', 'n'), ('trays', 'n'), ('cleared', 'v'), ('mins', 'n'), ('flight', 'n'), ('sign', 'n'), ('staff', 'n'), ('stay', 'v'), ('front', 'n'), ('galley', 'n'), ('rest', 'n'), ('flight', 'n'), ('Paid', 'n'), ('hours', 'n'), ('wifi', 'n'), ('dropped', 'v'), ('connection', 'n'), ('next', 'a'), ('mins', 'n'), ('Sad', 'n'), ('note', 'v'), ('staff', 'n'), ('service', 'n'), ('Ryanair', 'n'), ('pro', 'a'), ('active', 'a'), ('nowadays', 'n'), ('Priority', 'n'), ('tagged', 'v'), ('suitcase', 'n'), ('came', 'v'), ('nearly', 'r'), ('last', 'a'), ('Malaga', 'n'), ('standard', 'a'), ('BA', 'n'), ('business', 'n'), ('class', 'n'), ('baggage', 'n'), ('handling', 'v'), ('waste', 'v'), ('money', 'n'), ('Club', 'n'), ('Europe', 'n'), ('standards', 'n'), ('keep', 'v'), ('dropping', 'v')]",  LHR check quick First Wing quickly security First lounge quiet change reasonably good breakfast buffet available BA bring back Highlife magazine lounge seem use Covid scrap magazine use offer part endless BA cost cut toilet lounge disgust ever clean frequently visit year date public washroom well clean Boarding usual BA muddle mess two gate staff appear clue Endless announcement gate full flight request passenger check bag get flight less full Onboard good welcome Captain flight leave gate mins late Breakfast choice fair standard hot towel even packet towel offer Club Europe another part relentless BA cost cutting mind fare proportionately lot high pre Covid Cabin staff service perfunctory best scrap recognition BA Gold Oneworld Emerald member clear proof BA really care Breakfast tray clear min flight sign staff stay front galley rest flight Paid hour wifi drop connection next min Sad note staff service Ryanair pro active nowadays Priority tag suitcase come nearly last Malaga standard BA business class baggage handle waste money Club Europe standard keep drop,0.9454,Positive
41,"  I wouldn't recommend British Airways at all. I tried to call to customer service for 3 times in different days and time and I waited for more than 30 minutes on the phone! I ended hanging up. They are excusing themselves in the high volume of calls. I write an email an I am still waiting for 2 weeks!  Website is difficult to navigate. It is not easy really to have an invoice of proof of receipt or look for another service. They sent you online but you don't receive a PDF file. So if you need a proof of flight, you need to do screenshots. And, once the flight is flown, you have no access to that booking again to reprint any document or try to create a PDF. You need to contact with a customer service which I did it online, long waiting time, and had to wait more than a week to receive it. Expensive and poor, almost inexistent customer service and difficult to use their website. An airline that definitely wouldn't recommend. It is such a shame that in 2023 they are still in this position and sleeping when they have competitors around", I wouldn t recommend British Airways at all I tried to call to customer service for times in different days and time and I waited for more than minutes on the phone I ended hanging up They are excusing themselves in the high volume of calls I write an email an I am still waiting for weeks Website is difficult to navigate It is not easy really to have an invoice of proof of receipt or look for another service They sent you online but you don t receive a PDF file So if you need a proof of flight you need to do screenshots And once the flight is flown you have no access to that booking again to reprint any document or try to create a PDF You need to contact with a customer service which I did it online long waiting time and had to wait more than a week to receive it Expensive and poor almost inexistent customer service and difficult to use their website An airline that definitely wouldn t recommend It is such a shame that in they are still in this position and sleeping when they have competitors around,"[('recommend', 'v'), ('British', 'a'), ('Airways', 'n'), ('tried', 'v'), ('call', 'v'), ('customer', 'n'), ('service', 'n'), ('times', 'n'), ('different', 'a'), ('days', 'n'), ('time', 'n'), ('waited', 'v'), ('minutes', 'n'), ('phone', 'n'), ('ended', 'v'), ('hanging', 'v'), ('excusing', 'v'), ('high', 'a'), ('volume', 'n'), ('calls', 'n'), ('write', 'v'), ('email', 'n'), ('still', 'r'), ('waiting', 'v'), ('weeks', 'n'), ('Website', 'n'), ('difficult', 'a'), ('navigate', 'v'), ('easy', 'a'), ('really', 'r'), ('invoice', 'n'), ('proof', 'n'), ('receipt', 'n'), ('look', 'n'), ('another', None), ('service', 'n'), ('sent', 'v'), ('online', 'v'), ('receive', 'v'), ('PDF', 'n'), ('file', 'n'), ('need', 'v'), ('proof', 'n'), ('flight', 'n'), ('need', 'v'), ('screenshots', 'n'), ('flight', 'n'), ('flown', 'v'), ('access', 'n'), ('booking', 'v'), ('reprint', 'v'), ('document', 'n'), ('try', 'v'), ('create', 'v'), ('PDF', 'n'), ('need', 'v'), ('contact', 'v'), ('customer', 'n'), ('service', 'n'), ('online', 'v'), ('long', 'r'), ('waiting', 'v'), ('time', 'n'), ('wait', 'v'), ('week', 'n'), ('receive', 'v'), ('Expensive', 'n'), ('poor', 'a'), ('almost', 'r'), ('inexistent', 'a'), ('customer', 'n'), ('service', 'n'), ('difficult', 'a'), ('use', 'v'), ('website', 'n'), ('airline', 'n'), ('definitely', 'r'), ('recommend', 'n'), ('shame', 'n'), ('still', 'r'), ('position', 'n'), ('sleeping', 'v'), ('competitors', 'n'), ('around', 'r')]",  recommend British Airways try call customer service time different day time wait minute phone end hang excuse high volume call write email still wait week Website difficult navigate easy really invoice proof receipt look another service send online receive PDF file need proof flight need screenshots flight fly access book reprint document try create PDF need contact customer service online long wait time wait week receive Expensive poor almost inexistent customer service difficult use website airline definitely recommend shame still position sleep competitor around,0.2023,Neutral
42,"  Absolutely horrible experience. I booked a ticket from Expedia for a British Airways Operated flight from Madrid to Belfast with a changeover at London Heathrow. The whole itinerary was listed as BA although the Madrid to London flight was Iberia. On Jan 22nd, London was experiencing cold and fog. The Iberian flight sat on the tarmac for 2 hours in Madrid because of the London weather. Upon landing in Terminal 3, I had to take a bus to Terminal 5. The flight was the last flight to Belfast for the evening and it had already taken off. The BA desk was swamped with people as many people had to spend the night due to the weather. The British Airways staff said that we could go book any hotel up to 200 pounds and we would be reimbursed. I was barely able to find a room and had to take an expensive cab. However when trying to get the reimbursement, BA said it wasn't their problem and that it was Iberia's problem. Iberia said they do not reimburse due to the weather. When complaining to BA, they said they only market the flight as BA and that they refuse to reimburse. Absolutely disgusting behavior by the airline to not take any responsibility for a flight that they were using their name to sell it to people but don't want to take responsibility for it. Did they expect me to take the bus back to Terminal 3? Their people gave out false information.", Absolutely horrible experience I booked a ticket from Expedia for a British Airways Operated flight from Madrid to Belfast with a changeover at London Heathrow The whole itinerary was listed as BA although the Madrid to London flight was Iberia On Jan nd London was experiencing cold and fog The Iberian flight sat on the tarmac for hours in Madrid because of the London weather Upon landing in Terminal I had to take a bus to Terminal The flight was the last flight to Belfast for the evening and it had already taken off The BA desk was swamped with people as many people had to spend the night due to the weather The British Airways staff said that we could go book any hotel up to pounds and we would be reimbursed I was barely able to find a room and had to take an expensive cab However when trying to get the reimbursement BA said it wasn t their problem and that it was Iberia s problem Iberia said they do not reimburse due to the weather When complaining to BA they said they only market the flight as BA and that they refuse to reimburse Absolutely disgusting behavior by the airline to not take any responsibility for a flight that they were using their name to sell it to people but don t want to take responsibility for it Did they expect me to take the bus back to Terminal Their people gave out false information ,"[('Absolutely', 'r'), ('horrible', 'a'), ('experience', 'n'), ('booked', 'v'), ('ticket', 'n'), ('Expedia', 'n'), ('British', 'a'), ('Airways', 'n'), ('Operated', 'n'), ('flight', 'n'), ('Madrid', 'n'), ('Belfast', 'n'), ('changeover', 'n'), ('London', 'n'), ('Heathrow', 'n'), ('whole', 'a'), ('itinerary', 'n'), ('listed', 'v'), ('BA', 'n'), ('although', None), ('Madrid', 'n'), ('London', 'n'), ('flight', 'n'), ('Iberia', 'n'), ('Jan', 'n'), ('nd', 'a'), ('London', 'n'), ('experiencing', 'v'), ('cold', 'a'), ('fog', 'v'), ('Iberian', 'a'), ('flight', 'n'), ('sat', 'v'), ('tarmac', 'n'), ('hours', 'n'), ('Madrid', 'n'), ('London', 'n'), ('weather', 'n'), ('Upon', None), ('landing', 'v'), ('Terminal', 'n'), ('take', 'v'), ('bus', 'n'), ('Terminal', 'n'), ('flight', 'n'), ('last', 'a'), ('flight', 'n'), ('Belfast', 'n'), ('evening', 'n'), ('already', 'r'), ('taken', 'v'), ('BA', 'n'), ('desk', 'n'), ('swamped', 'v'), ('people', 'n'), ('many', 'a'), ('people', 'n'), ('spend', 'v'), ('night', 'n'), ('due', 'a'), ('weather', 'n'), ('British', 'a'), ('Airways', 'n'), ('staff', 'n'), ('said', 'v'), ('could', None), ('go', 'v'), ('book', 'n'), ('hotel', 'n'), ('pounds', 'n'), ('would', None), ('reimbursed', 'v'), ('barely', 'r'), ('able', 'a'), ('find', 'v'), ('room', 'n'), ('take', 'v'), ('expensive', 'a'), ('cab', 'n'), ('However', 'r'), ('trying', 'v'), ('get', 'v'), ('reimbursement', 'n'), ('BA', 'n'), ('said', 'v'), ('problem', 'n'), ('Iberia', 'n'), ('problem', 'n'), ('Iberia', 'n'), ('said', 'v'), ('reimburse', 'v'), ('due', 'a'), ('weather', 'n'), ('complaining', 'v'), ('BA', 'n'), ('said', 'v'), ('market', 'n'), ('flight', 'n'), ('BA', 'n'), ('refuse', 'v'), ('reimburse', 'v'), ('Absolutely', 'r'), ('disgusting', 'v'), ('behavior', 'n'), ('airline', 'n'), ('take', 'v'), ('responsibility', 'n'), ('flight', 'n'), ('using', 'v'), ('name', 'n'), ('sell', 'v'), ('people', 'n'), ('want', 'v'), ('take', 'v'), ('responsibility', 'n'), ('expect', 'v'), ('take', 'v'), ('bus', 'n'), ('back', 'r'), ('Terminal', 'n'), ('people', 'n'), ('gave', 'v'), ('false', 'a'), ('information', 'n')]",  Absolutely horrible experience book ticket Expedia British Airways Operated flight Madrid Belfast changeover London Heathrow whole itinerary list BA although Madrid London flight Iberia Jan nd London experience cold fog Iberian flight sit tarmac hour Madrid London weather Upon land Terminal take bus Terminal flight last flight Belfast evening already take BA desk swamp people many people spend night due weather British Airways staff say could go book hotel pound would reimburse barely able find room take expensive cab However try get reimbursement BA say problem Iberia problem Iberia say reimburse due weather complain BA say market flight BA refuse reimburse Absolutely disgust behavior airline take responsibility flight use name sell people want take responsibility expect take bus back Terminal people give false information,-0.95,Negative
43,"  This is the worst airline. Not one thing went right. I don’t understand how they have got it so bad. Late take off, no gate when we arrived. Bags took over 40 minutes to arrive. Horrendous", This is the worst airline Not one thing went right I don t understand how they have got it so bad Late take off no gate when we arrived Bags took over minutes to arrive Horrendous,"[('worst', 'a'), ('airline', 'n'), ('one', None), ('thing', 'n'), ('went', 'v'), ('right', 'a'), ('understand', 'v'), ('got', 'v'), ('bad', 'a'), ('Late', 'n'), ('take', 'v'), ('gate', 'n'), ('arrived', 'v'), ('Bags', 'n'), ('took', 'v'), ('minutes', 'n'), ('arrive', 'v'), ('Horrendous', 'n')]",  bad airline one thing go right understand get bad Late take gate arrive Bags take minute arrive Horrendous,-0.8957,Negative
44,"  I will never fly British Airways again. To start, the plane was over 2 hours late, with no weather and no reason given. The boarding process was chaotic, both in the airport and onto the plane. But more importantly, although we were in business class, it wasn’t really business class. There were a few aisles —not separated in any way—in which they simply put a tray on the middle seat so that no one sits there. And those seats, like the rest, were extremely cramped and uncomfortable. I could not believe they called this business class.", I will never fly British Airways again To start the plane was over hours late with no weather and no reason given The boarding process was chaotic both in the airport and onto the plane But more importantly although we were in business class it wasn t really business class There were a few aisles not separated in any way in which they simply put a tray on the middle seat so that no one sits there And those seats like the rest were extremely cramped and uncomfortable I could not believe they called this business class ,"[('never', 'r'), ('fly', 'v'), ('British', 'n'), ('Airways', 'n'), ('start', 'v'), ('plane', 'n'), ('hours', 'n'), ('late', 'a'), ('weather', 'n'), ('reason', 'n'), ('given', 'v'), ('boarding', 'n'), ('process', 'n'), ('chaotic', 'a'), ('airport', 'n'), ('onto', None), ('plane', 'n'), ('importantly', 'r'), ('although', None), ('business', 'n'), ('class', 'n'), ('really', 'r'), ('business', 'n'), ('class', 'n'), ('aisles', 'n'), ('separated', 'v'), ('way', 'n'), ('simply', 'r'), ('put', 'v'), ('tray', 'n'), ('middle', 'a'), ('seat', 'n'), ('one', 'n'), ('sits', 'v'), ('seats', 'n'), ('like', None), ('rest', 'n'), ('extremely', 'r'), ('cramped', 'v'), ('uncomfortable', 'a'), ('could', None), ('believe', 'v'), ('called', 'v'), ('business', 'n'), ('class', 'n')]",  never fly British Airways start plane hour late weather reason give boarding process chaotic airport onto plane importantly although business class really business class aisle separate way simply put tray middle seat one sit seat like rest extremely cramp uncomfortable could believe call business class,-0.5222,Negative
45,  Worst aircraft I have ever flown. The seats were cramped and uncomfortable considering the flights cost well over &1000each we expected a little space for the money my husbands knees were rubbing on seat in front which for a 10 hour+ flight is not acceptable. My food was disgusting and inedible both the hot food and the breakfast were vile. I would not entertain using BA again. Ground staff were great it’s the seating and food on offer that lets the airline down. We expected so much more., Worst aircraft I have ever flown The seats were cramped and uncomfortable considering the flights cost well over each we expected a little space for the money my husbands knees were rubbing on seat in front which for a hour flight is not acceptable My food was disgusting and inedible both the hot food and the breakfast were vile I would not entertain using BA again Ground staff were great it s the seating and food on offer that lets the airline down We expected so much more ,"[('Worst', 'n'), ('aircraft', 'n'), ('ever', 'r'), ('flown', 'v'), ('seats', 'n'), ('cramped', 'v'), ('uncomfortable', 'a'), ('considering', 'v'), ('flights', 'n'), ('cost', 'n'), ('well', 'r'), ('expected', 'v'), ('little', 'a'), ('space', 'n'), ('money', 'n'), ('husbands', 'n'), ('knees', 'n'), ('rubbing', 'v'), ('seat', 'n'), ('front', 'n'), ('hour', 'n'), ('flight', 'n'), ('acceptable', 'a'), ('food', 'n'), ('disgusting', 'v'), ('inedible', 'a'), ('hot', 'a'), ('food', 'n'), ('breakfast', 'n'), ('vile', 'a'), ('would', None), ('entertain', 'v'), ('using', 'v'), ('BA', 'n'), ('Ground', 'n'), ('staff', 'n'), ('great', 'a'), ('seating', 'n'), ('food', 'n'), ('offer', 'n'), ('lets', 'v'), ('airline', 'n'), ('expected', 'v'), ('much', 'r')]",  Worst aircraft ever fly seat cramp uncomfortable consider flight cost well expect little space money husband knee rub seat front hour flight acceptable food disgust inedible hot food breakfast vile would entertain use BA Ground staff great seating food offer let airline expect much,-0.7717,Negative
46,"  I enjoyed my flight. The boarding was swift and service was very friendly and professional. The food selection was good and I enjoyed the quality. The was only one downside - when we landed there was an issue with ground crew not being ready at T5, so in total from landing to getting the doors open it took 30 minutes. I believe the Heathrow T5 were having strike action that week.", I enjoyed my flight The boarding was swift and service was very friendly and professional The food selection was good and I enjoyed the quality The was only one downside when we landed there was an issue with ground crew not being ready at T so in total from landing to getting the doors open it took minutes I believe the Heathrow T were having strike action that week ,"[('enjoyed', 'v'), ('flight', 'n'), ('boarding', 'n'), ('swift', 'a'), ('service', 'n'), ('friendly', 'a'), ('professional', 'a'), ('food', 'n'), ('selection', 'n'), ('good', 'a'), ('enjoyed', 'v'), ('quality', 'n'), ('one', None), ('downside', 'n'), ('landed', 'v'), ('issue', 'n'), ('ground', 'n'), ('crew', 'n'), ('ready', 'a'), ('total', 'a'), ('landing', 'v'), ('getting', 'v'), ('doors', 'n'), ('open', 'v'), ('took', 'v'), ('minutes', 'n'), ('believe', 'v'), ('Heathrow', 'n'), ('strike', 'n'), ('action', 'n'), ('week', 'n')]",  enjoy flight boarding swift service friendly professional food selection good enjoy quality one downside land issue ground crew ready total land get door open take minute believe Heathrow strike action week,0.9231,Positive
47," Why do you make it so hard? After a so so lounge experience, the staff taking care of boarding treated us with disdain bordering contempt. It can’t be training, who would do that, it has to be no fear of anything happening. The “new” club world suites are a huge step up from the old product and really on deliver comfort and privacy. The crew were professional but I personally found the food menu rather odd. Essentially, there was one only main that I could handle and was then told they had ran out. I was a few rows in. ", Why do you make it so hard After a so so lounge experience the staff taking care of boarding treated us with disdain bordering contempt It can t be training who would do that it has to be no fear of anything happening The new club world suites are a huge step up from the old product and really on deliver comfort and privacy The crew were professional but I personally found the food menu rather odd Essentially there was one only main that I could handle and was then told they had ran out I was a few rows in ,"[('make', 'v'), ('hard', 'r'), ('lounge', 'a'), ('experience', 'n'), ('staff', 'n'), ('taking', 'v'), ('care', 'n'), ('boarding', 'v'), ('treated', 'v'), ('us', None), ('disdain', 'n'), ('bordering', 'v'), ('contempt', 'n'), ('training', 'v'), ('would', None), ('fear', 'n'), ('anything', 'n'), ('happening', 'v'), ('new', 'a'), ('club', 'n'), ('world', 'n'), ('suites', 'n'), ('huge', 'a'), ('step', 'n'), ('old', 'a'), ('product', 'n'), ('really', 'r'), ('deliver', 'n'), ('comfort', 'n'), ('privacy', 'n'), ('crew', 'n'), ('professional', 'a'), ('personally', 'r'), ('found', 'v'), ('food', 'n'), ('menu', 'n'), ('rather', 'r'), ('odd', 'a'), ('Essentially', 'r'), ('one', None), ('main', 'a'), ('could', None), ('handle', 'v'), ('told', 'v'), ('ran', 'v'), ('rows', 'n')]",  make hard lounge experience staff take care board treat us disdain border contempt train would fear anything happen new club world suite huge step old product really deliver comfort privacy crew professional personally find food menu rather odd Essentially one main could handle tell run row,-0.4256,Negative
48,"  After several delays and canceled flights, we finally made it to Copenhagen on American Airlines and British Airways flights. My luggage was destroyed, wheels torn off. I had to buy new luggage in Denmark. I made a claim with British Airways to reimburse me but because I didn’t have the receipt for my old luggage, they would only cover 50% of my new luggage. Advice, have receipts for your old luggage prior to flying so you don’t get ripped off like I did.", After several delays and canceled flights we finally made it to Copenhagen on American Airlines and British Airways flights My luggage was destroyed wheels torn off I had to buy new luggage in Denmark I made a claim with British Airways to reimburse me but because I didn t have the receipt for my old luggage they would only cover of my new luggage Advice have receipts for your old luggage prior to flying so you don t get ripped off like I did ,"[('several', 'a'), ('delays', 'n'), ('canceled', 'a'), ('flights', 'n'), ('finally', 'r'), ('made', 'v'), ('Copenhagen', 'n'), ('American', 'n'), ('Airlines', 'n'), ('British', 'n'), ('Airways', 'n'), ('flights', 'n'), ('luggage', 'n'), ('destroyed', 'v'), ('wheels', 'n'), ('torn', 'v'), ('buy', 'v'), ('new', 'a'), ('luggage', 'n'), ('Denmark', 'n'), ('made', 'v'), ('claim', 'n'), ('British', 'n'), ('Airways', 'n'), ('reimburse', 'v'), ('receipt', 'n'), ('old', 'a'), ('luggage', 'n'), ('would', None), ('cover', 'v'), ('new', 'a'), ('luggage', 'n'), ('Advice', 'n'), ('receipts', 'n'), ('old', 'a'), ('luggage', 'n'), ('prior', 'r'), ('flying', 'v'), ('get', 'n'), ('ripped', 'v'), ('like', None)]",  several delay canceled flight finally make Copenhagen American Airlines British Airways flight luggage destroy wheel tear buy new luggage Denmark make claim British Airways reimburse receipt old luggage would cover new luggage Advice receipt old luggage prior fly get rip like,-0.5106,Negative
